date,title,url,afinn
21092018,Løkke i samråd om Tibet-sag: 'Der er spillet med fuldstændig åbne kort',/nyheder/politik/loekke-i-samraad-om-tibet-sag-der-er-spillet-med-fuldstaendig-aabne-kort,0.0
21092018,LIVE-TV: Løkke i samråd om Tibet-sagen,/nyheder/politik/live-tv-loekke-i-samraad-om-tibet-sagen,0.0
21092018,Regeringen fremlægger 43 initiativer til styrket psykiatri,/nyheder/politik/regeringen-fremlaegger-43-initiativer-til-styrket-psykiatri,2.0
21092018,Tibetsagen: Byret udsætter sag mod to politifolk,/nyheder/politik/tibetsagen-byret-udsaetter-sag-mod-politifolk,-1.0
21092018,S: Udsatte borgere skal have gratis tandpleje,/nyheder/politik/s-udsatte-borgere-skal-have-gratis-tandpleje,-2.0
20092018,Jarlov vurderer: Finanstilsynet har brug for flere penge ,/nyheder/politik/jarlov-vurderer-finanstilsynet-har-brug-flere-penge,0.0
20092018,Odense Kommune vil forny Vollsmose for 100 millioner kroner,/nyheder/politik/odense-kommune-vil-forny-vollsmose-100-millioner-kroner,0.0
20092018,Jan E. Jørgensen: 'Jeg har ikke tænkt mig at tie stille',/nyheder/politik/jan-e-joergensen-jeg-har-ikke-taenkt-mig-tie-stille,0.0
20092018,Økonomi- og indenrigsminister: Aarhus Kommune vedtog ulovligt budget,/nyheder/politik/okonomi-og-indenrigsminister-aarhus-kommune-vedtog-ulovligt-budget,-3.0
20092018,Analyse: Ordførerrokade skal dæmpe fløjkampen i Venstre,/nyheder/politik/analyse-ordfoererrokade-skal-daempe-floejkampen-i-venstre,0.0
20092018,Regeringen strammer krav: Danske Bank kan fyres som statens betaler,/nyheder/politik/regeringen-strammer-krav-danske-bank-kan-fyres-som-statens-betaler,-1.0
20092018,V flytter ansvaret for det vigtige udlændingeområde,/nyheder/politik/v-flytter-ansvaret-det-vigtige-udlaendingeomrade,0.0
